id,batch,language_pair,priority_order,country_focus,category,term_or_condition_ru,term_or_condition_en,question_ru,answer_ru,question_en,answer_en,sources_countries,sources_urls,medical_disclaimer
1047,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Сердечно-сосудистые / Cardiovascular,Сердечная недостаточность со сниженной ФВ,HFrEF,"Как вести Сердечная недостаточность со сниженной ФВ при сопутствующих ХБП, диабете или ССЗ? (долгосрочное наблюдение)","Подтвердить фенотип (ФВ ЛЖ ≤40%), оценить NYHA, объем, АД, функцию почек и калий. Базовая квадротерапия США: ARNI (или ИАПФ/БРА), бета-блокатор с доказанной пользой, МРА, SGLT2-ингибитор; титровать каждые 2–4 недели. Диуретик для контроля застоя. Рассмотреть ICD/CRT по критериям. Ограничить натрий, ежедневный контроль веса, раннее выявление декомпенсации. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.","How should HFrEF be managed with CKD, diabetes, or CVD comorbidity? (долгосрочное наблюдение)","Confirm phenotype (LVEF ≤40%), assess NYHA class, congestion, BP, renal function, and potassium. U.S. foundational quadruple therapy: ARNI (or ACEi/ARB), evidence-based beta-blocker, MRA, and SGLT2 inhibitor; uptitrate every 2–4 weeks. Use diuretics for congestion. Evaluate ICD/CRT when indicated. Sodium moderation, daily weight checks, and early decompensation detection are essential. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.acc.org/guidelines; https://www.heart.org; https://www.jacc.org,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1048,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Сердечно-сосудистые / Cardiovascular,Сердечная недостаточность со сниженной ФВ,HFrEF,"Как вести Сердечная недостаточность со сниженной ФВ при сопутствующих ХБП, диабете или ССЗ? (профилактика госпитализаций)","Подтвердить фенотип (ФВ ЛЖ ≤40%), оценить NYHA, объем, АД, функцию почек и калий. Базовая квадротерапия США: ARNI (или ИАПФ/БРА), бета-блокатор с доказанной пользой, МРА, SGLT2-ингибитор; титровать каждые 2–4 недели. Диуретик для контроля застоя. Рассмотреть ICD/CRT по критериям. Ограничить натрий, ежедневный контроль веса, раннее выявление декомпенсации. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.","How should HFrEF be managed with CKD, diabetes, or CVD comorbidity? (профилактика госпитализаций)","Confirm phenotype (LVEF ≤40%), assess NYHA class, congestion, BP, renal function, and potassium. U.S. foundational quadruple therapy: ARNI (or ACEi/ARB), evidence-based beta-blocker, MRA, and SGLT2 inhibitor; uptitrate every 2–4 weeks. Use diuretics for congestion. Evaluate ICD/CRT when indicated. Sodium moderation, daily weight checks, and early decompensation detection are essential. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.acc.org/guidelines; https://www.heart.org; https://www.jacc.org,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1049,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Сердечно-сосудистые / Cardiovascular,Сердечная недостаточность со сниженной ФВ,HFrEF,"Как вести Сердечная недостаточность со сниженной ФВ при сопутствующих ХБП, диабете или ССЗ? (проверка приверженности)","Подтвердить фенотип (ФВ ЛЖ ≤40%), оценить NYHA, объем, АД, функцию почек и калий. Базовая квадротерапия США: ARNI (или ИАПФ/БРА), бета-блокатор с доказанной пользой, МРА, SGLT2-ингибитор; титровать каждые 2–4 недели. Диуретик для контроля застоя. Рассмотреть ICD/CRT по критериям. Ограничить натрий, ежедневный контроль веса, раннее выявление декомпенсации. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.","How should HFrEF be managed with CKD, diabetes, or CVD comorbidity? (проверка приверженности)","Confirm phenotype (LVEF ≤40%), assess NYHA class, congestion, BP, renal function, and potassium. U.S. foundational quadruple therapy: ARNI (or ACEi/ARB), evidence-based beta-blocker, MRA, and SGLT2 inhibitor; uptitrate every 2–4 weeks. Use diuretics for congestion. Evaluate ICD/CRT when indicated. Sodium moderation, daily weight checks, and early decompensation detection are essential. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.acc.org/guidelines; https://www.heart.org; https://www.jacc.org,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1050,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Сердечно-сосудистые / Cardiovascular,Сердечная недостаточность со сниженной ФВ,HFrEF,"Как вести Сердечная недостаточность со сниженной ФВ при сопутствующих ХБП, диабете или ССЗ? (безопасность терапии)","Подтвердить фенотип (ФВ ЛЖ ≤40%), оценить NYHA, объем, АД, функцию почек и калий. Базовая квадротерапия США: ARNI (или ИАПФ/БРА), бета-блокатор с доказанной пользой, МРА, SGLT2-ингибитор; титровать каждые 2–4 недели. Диуретик для контроля застоя. Рассмотреть ICD/CRT по критериям. Ограничить натрий, ежедневный контроль веса, раннее выявление декомпенсации. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.","How should HFrEF be managed with CKD, diabetes, or CVD comorbidity? (безопасность терапии)","Confirm phenotype (LVEF ≤40%), assess NYHA class, congestion, BP, renal function, and potassium. U.S. foundational quadruple therapy: ARNI (or ACEi/ARB), evidence-based beta-blocker, MRA, and SGLT2 inhibitor; uptitrate every 2–4 weeks. Use diuretics for congestion. Evaluate ICD/CRT when indicated. Sodium moderation, daily weight checks, and early decompensation detection are essential. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.acc.org/guidelines; https://www.heart.org; https://www.jacc.org,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1051,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Сердечно-сосудистые / Cardiovascular,Сердечная недостаточность со сниженной ФВ,HFrEF,Какие показания к направлению к узкому специалисту при Сердечная недостаточность со сниженной ФВ? (первичный прием),"Подтвердить фенотип (ФВ ЛЖ ≤40%), оценить NYHA, объем, АД, функцию почек и калий. Базовая квадротерапия США: ARNI (или ИАПФ/БРА), бета-блокатор с доказанной пользой, МРА, SGLT2-ингибитор; титровать каждые 2–4 недели. Диуретик для контроля застоя. Рассмотреть ICD/CRT по критериям. Ограничить натрий, ежедневный контроль веса, раннее выявление декомпенсации. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.",When should specialist referral be made in HFrEF? (первичный прием),"Confirm phenotype (LVEF ≤40%), assess NYHA class, congestion, BP, renal function, and potassium. U.S. foundational quadruple therapy: ARNI (or ACEi/ARB), evidence-based beta-blocker, MRA, and SGLT2 inhibitor; uptitrate every 2–4 weeks. Use diuretics for congestion. Evaluate ICD/CRT when indicated. Sodium moderation, daily weight checks, and early decompensation detection are essential. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.acc.org/guidelines; https://www.heart.org; https://www.jacc.org,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1052,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Сердечно-сосудистые / Cardiovascular,Сердечная недостаточность со сниженной ФВ,HFrEF,Какие показания к направлению к узкому специалисту при Сердечная недостаточность со сниженной ФВ? (повторный визит),"Подтвердить фенотип (ФВ ЛЖ ≤40%), оценить NYHA, объем, АД, функцию почек и калий. Базовая квадротерапия США: ARNI (или ИАПФ/БРА), бета-блокатор с доказанной пользой, МРА, SGLT2-ингибитор; титровать каждые 2–4 недели. Диуретик для контроля застоя. Рассмотреть ICD/CRT по критериям. Ограничить натрий, ежедневный контроль веса, раннее выявление декомпенсации. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.",When should specialist referral be made in HFrEF? (повторный визит),"Confirm phenotype (LVEF ≤40%), assess NYHA class, congestion, BP, renal function, and potassium. U.S. foundational quadruple therapy: ARNI (or ACEi/ARB), evidence-based beta-blocker, MRA, and SGLT2 inhibitor; uptitrate every 2–4 weeks. Use diuretics for congestion. Evaluate ICD/CRT when indicated. Sodium moderation, daily weight checks, and early decompensation detection are essential. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.acc.org/guidelines; https://www.heart.org; https://www.jacc.org,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1053,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Сердечно-сосудистые / Cardiovascular,Сердечная недостаточность со сниженной ФВ,HFrEF,Какие показания к направлению к узкому специалисту при Сердечная недостаточность со сниженной ФВ? (высокий риск),"Подтвердить фенотип (ФВ ЛЖ ≤40%), оценить NYHA, объем, АД, функцию почек и калий. Базовая квадротерапия США: ARNI (или ИАПФ/БРА), бета-блокатор с доказанной пользой, МРА, SGLT2-ингибитор; титровать каждые 2–4 недели. Диуретик для контроля застоя. Рассмотреть ICD/CRT по критериям. Ограничить натрий, ежедневный контроль веса, раннее выявление декомпенсации. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.",When should specialist referral be made in HFrEF? (высокий риск),"Confirm phenotype (LVEF ≤40%), assess NYHA class, congestion, BP, renal function, and potassium. U.S. foundational quadruple therapy: ARNI (or ACEi/ARB), evidence-based beta-blocker, MRA, and SGLT2 inhibitor; uptitrate every 2–4 weeks. Use diuretics for congestion. Evaluate ICD/CRT when indicated. Sodium moderation, daily weight checks, and early decompensation detection are essential. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.acc.org/guidelines; https://www.heart.org; https://www.jacc.org,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1054,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Сердечно-сосудистые / Cardiovascular,Сердечная недостаточность со сниженной ФВ,HFrEF,Какие показания к направлению к узкому специалисту при Сердечная недостаточность со сниженной ФВ? (полипрагмазия),"Подтвердить фенотип (ФВ ЛЖ ≤40%), оценить NYHA, объем, АД, функцию почек и калий. Базовая квадротерапия США: ARNI (или ИАПФ/БРА), бета-блокатор с доказанной пользой, МРА, SGLT2-ингибитор; титровать каждые 2–4 недели. Диуретик для контроля застоя. Рассмотреть ICD/CRT по критериям. Ограничить натрий, ежедневный контроль веса, раннее выявление декомпенсации. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.",When should specialist referral be made in HFrEF? (полипрагмазия),"Confirm phenotype (LVEF ≤40%), assess NYHA class, congestion, BP, renal function, and potassium. U.S. foundational quadruple therapy: ARNI (or ACEi/ARB), evidence-based beta-blocker, MRA, and SGLT2 inhibitor; uptitrate every 2–4 weeks. Use diuretics for congestion. Evaluate ICD/CRT when indicated. Sodium moderation, daily weight checks, and early decompensation detection are essential. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.acc.org/guidelines; https://www.heart.org; https://www.jacc.org,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1055,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Сердечно-сосудистые / Cardiovascular,Сердечная недостаточность со сниженной ФВ,HFrEF,Какие показания к направлению к узкому специалисту при Сердечная недостаточность со сниженной ФВ? (ограниченная переносимость),"Подтвердить фенотип (ФВ ЛЖ ≤40%), оценить NYHA, объем, АД, функцию почек и калий. Базовая квадротерапия США: ARNI (или ИАПФ/БРА), бета-блокатор с доказанной пользой, МРА, SGLT2-ингибитор; титровать каждые 2–4 недели. Диуретик для контроля застоя. Рассмотреть ICD/CRT по критериям. Ограничить натрий, ежедневный контроль веса, раннее выявление декомпенсации. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.",When should specialist referral be made in HFrEF? (ограниченная переносимость),"Confirm phenotype (LVEF ≤40%), assess NYHA class, congestion, BP, renal function, and potassium. U.S. foundational quadruple therapy: ARNI (or ACEi/ARB), evidence-based beta-blocker, MRA, and SGLT2 inhibitor; uptitrate every 2–4 weeks. Use diuretics for congestion. Evaluate ICD/CRT when indicated. Sodium moderation, daily weight checks, and early decompensation detection are essential. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.acc.org/guidelines; https://www.heart.org; https://www.jacc.org,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1056,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Сердечно-сосудистые / Cardiovascular,Сердечная недостаточность со сниженной ФВ,HFrEF,Какие показания к направлению к узкому специалисту при Сердечная недостаточность со сниженной ФВ? (после обострения),"Подтвердить фенотип (ФВ ЛЖ ≤40%), оценить NYHA, объем, АД, функцию почек и калий. Базовая квадротерапия США: ARNI (или ИАПФ/БРА), бета-блокатор с доказанной пользой, МРА, SGLT2-ингибитор; титровать каждые 2–4 недели. Диуретик для контроля застоя. Рассмотреть ICD/CRT по критериям. Ограничить натрий, ежедневный контроль веса, раннее выявление декомпенсации. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.",When should specialist referral be made in HFrEF? (после обострения),"Confirm phenotype (LVEF ≤40%), assess NYHA class, congestion, BP, renal function, and potassium. U.S. foundational quadruple therapy: ARNI (or ACEi/ARB), evidence-based beta-blocker, MRA, and SGLT2 inhibitor; uptitrate every 2–4 weeks. Use diuretics for congestion. Evaluate ICD/CRT when indicated. Sodium moderation, daily weight checks, and early decompensation detection are essential. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.acc.org/guidelines; https://www.heart.org; https://www.jacc.org,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1057,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Сердечно-сосудистые / Cardiovascular,Сердечная недостаточность со сниженной ФВ,HFrEF,Какие показания к направлению к узкому специалисту при Сердечная недостаточность со сниженной ФВ? (долгосрочное наблюдение),"Подтвердить фенотип (ФВ ЛЖ ≤40%), оценить NYHA, объем, АД, функцию почек и калий. Базовая квадротерапия США: ARNI (или ИАПФ/БРА), бета-блокатор с доказанной пользой, МРА, SGLT2-ингибитор; титровать каждые 2–4 недели. Диуретик для контроля застоя. Рассмотреть ICD/CRT по критериям. Ограничить натрий, ежедневный контроль веса, раннее выявление декомпенсации. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.",When should specialist referral be made in HFrEF? (долгосрочное наблюдение),"Confirm phenotype (LVEF ≤40%), assess NYHA class, congestion, BP, renal function, and potassium. U.S. foundational quadruple therapy: ARNI (or ACEi/ARB), evidence-based beta-blocker, MRA, and SGLT2 inhibitor; uptitrate every 2–4 weeks. Use diuretics for congestion. Evaluate ICD/CRT when indicated. Sodium moderation, daily weight checks, and early decompensation detection are essential. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.acc.org/guidelines; https://www.heart.org; https://www.jacc.org,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1058,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Сердечно-сосудистые / Cardiovascular,Сердечная недостаточность со сниженной ФВ,HFrEF,Какие показания к направлению к узкому специалисту при Сердечная недостаточность со сниженной ФВ? (профилактика госпитализаций),"Подтвердить фенотип (ФВ ЛЖ ≤40%), оценить NYHA, объем, АД, функцию почек и калий. Базовая квадротерапия США: ARNI (или ИАПФ/БРА), бета-блокатор с доказанной пользой, МРА, SGLT2-ингибитор; титровать каждые 2–4 недели. Диуретик для контроля застоя. Рассмотреть ICD/CRT по критериям. Ограничить натрий, ежедневный контроль веса, раннее выявление декомпенсации. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.",When should specialist referral be made in HFrEF? (профилактика госпитализаций),"Confirm phenotype (LVEF ≤40%), assess NYHA class, congestion, BP, renal function, and potassium. U.S. foundational quadruple therapy: ARNI (or ACEi/ARB), evidence-based beta-blocker, MRA, and SGLT2 inhibitor; uptitrate every 2–4 weeks. Use diuretics for congestion. Evaluate ICD/CRT when indicated. Sodium moderation, daily weight checks, and early decompensation detection are essential. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.acc.org/guidelines; https://www.heart.org; https://www.jacc.org,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1059,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Сердечно-сосудистые / Cardiovascular,Сердечная недостаточность со сниженной ФВ,HFrEF,Какие показания к направлению к узкому специалисту при Сердечная недостаточность со сниженной ФВ? (проверка приверженности),"Подтвердить фенотип (ФВ ЛЖ ≤40%), оценить NYHA, объем, АД, функцию почек и калий. Базовая квадротерапия США: ARNI (или ИАПФ/БРА), бета-блокатор с доказанной пользой, МРА, SGLT2-ингибитор; титровать каждые 2–4 недели. Диуретик для контроля застоя. Рассмотреть ICD/CRT по критериям. Ограничить натрий, ежедневный контроль веса, раннее выявление декомпенсации. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.",When should specialist referral be made in HFrEF? (проверка приверженности),"Confirm phenotype (LVEF ≤40%), assess NYHA class, congestion, BP, renal function, and potassium. U.S. foundational quadruple therapy: ARNI (or ACEi/ARB), evidence-based beta-blocker, MRA, and SGLT2 inhibitor; uptitrate every 2–4 weeks. Use diuretics for congestion. Evaluate ICD/CRT when indicated. Sodium moderation, daily weight checks, and early decompensation detection are essential. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.acc.org/guidelines; https://www.heart.org; https://www.jacc.org,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1060,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Сердечно-сосудистые / Cardiovascular,Сердечная недостаточность со сниженной ФВ,HFrEF,Какие показания к направлению к узкому специалисту при Сердечная недостаточность со сниженной ФВ? (безопасность терапии),"Подтвердить фенотип (ФВ ЛЖ ≤40%), оценить NYHA, объем, АД, функцию почек и калий. Базовая квадротерапия США: ARNI (или ИАПФ/БРА), бета-блокатор с доказанной пользой, МРА, SGLT2-ингибитор; титровать каждые 2–4 недели. Диуретик для контроля застоя. Рассмотреть ICD/CRT по критериям. Ограничить натрий, ежедневный контроль веса, раннее выявление декомпенсации. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.",When should specialist referral be made in HFrEF? (безопасность терапии),"Confirm phenotype (LVEF ≤40%), assess NYHA class, congestion, BP, renal function, and potassium. U.S. foundational quadruple therapy: ARNI (or ACEi/ARB), evidence-based beta-blocker, MRA, and SGLT2 inhibitor; uptitrate every 2–4 weeks. Use diuretics for congestion. Evaluate ICD/CRT when indicated. Sodium moderation, daily weight checks, and early decompensation detection are essential. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.acc.org/guidelines; https://www.heart.org; https://www.jacc.org,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1061,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Сердечно-сосудистые / Cardiovascular,Сердечная недостаточность со сниженной ФВ,HFrEF,Какие немедикаментозные вмешательства обязательны при Сердечная недостаточность со сниженной ФВ? (первичный прием),"Подтвердить фенотип (ФВ ЛЖ ≤40%), оценить NYHA, объем, АД, функцию почек и калий. Базовая квадротерапия США: ARNI (или ИАПФ/БРА), бета-блокатор с доказанной пользой, МРА, SGLT2-ингибитор; титровать каждые 2–4 недели. Диуретик для контроля застоя. Рассмотреть ICD/CRT по критериям. Ограничить натрий, ежедневный контроль веса, раннее выявление декомпенсации. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.",Which non-drug interventions are essential in HFrEF? (первичный прием),"Confirm phenotype (LVEF ≤40%), assess NYHA class, congestion, BP, renal function, and potassium. U.S. foundational quadruple therapy: ARNI (or ACEi/ARB), evidence-based beta-blocker, MRA, and SGLT2 inhibitor; uptitrate every 2–4 weeks. Use diuretics for congestion. Evaluate ICD/CRT when indicated. Sodium moderation, daily weight checks, and early decompensation detection are essential. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.acc.org/guidelines; https://www.heart.org; https://www.jacc.org,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1062,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Сердечно-сосудистые / Cardiovascular,Сердечная недостаточность со сниженной ФВ,HFrEF,Какие немедикаментозные вмешательства обязательны при Сердечная недостаточность со сниженной ФВ? (повторный визит),"Подтвердить фенотип (ФВ ЛЖ ≤40%), оценить NYHA, объем, АД, функцию почек и калий. Базовая квадротерапия США: ARNI (или ИАПФ/БРА), бета-блокатор с доказанной пользой, МРА, SGLT2-ингибитор; титровать каждые 2–4 недели. Диуретик для контроля застоя. Рассмотреть ICD/CRT по критериям. Ограничить натрий, ежедневный контроль веса, раннее выявление декомпенсации. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.",Which non-drug interventions are essential in HFrEF? (повторный визит),"Confirm phenotype (LVEF ≤40%), assess NYHA class, congestion, BP, renal function, and potassium. U.S. foundational quadruple therapy: ARNI (or ACEi/ARB), evidence-based beta-blocker, MRA, and SGLT2 inhibitor; uptitrate every 2–4 weeks. Use diuretics for congestion. Evaluate ICD/CRT when indicated. Sodium moderation, daily weight checks, and early decompensation detection are essential. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.acc.org/guidelines; https://www.heart.org; https://www.jacc.org,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
